SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,6057574,LOS ANGELES,PUBLIC,COMPTON UNIFIED,LOS ANGELES,VANGUARD LEARNING CENTER,83,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6057590,LOS ANGELES,PUBLIC,COMPTON UNIFIED,COMPTON,WILLOWBROOK MIDDLE,81,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6058697,MODOC,PUBLIC,MODOC JOINT UNIFIED,ALTURAS,MODOC MIDDLE,74,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6059315,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,LEONARDO DA VINCI,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6061279,LOS ANGELES,PUBLIC,COMPTON UNIFIED,COMPTON,WALTON MIDDLE,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6061642,LOS ANGELES,PUBLIC,POMONA UNIFIED,POMONA,PALOMARES ACADEMY OF HEALTH SCIENCE,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6066328,TEHAMA,PUBLIC,ANTELOPE ELEMENTARY,RED BLUFF,BERRENDOS MIDDLE,82,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6068159,SAN DIEGO,PUBLIC,SANTEE,SANTEE,CARLTON OAKS ELEMENTARY,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6068811,LOS ANGELES,PUBLIC,HACIENDA LA PUENTE UNIFIED,VALINDA,VALINDA SCHOOL OF ACADEMICS,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6069439,TULARE,PUBLIC,TULARE COUNTY OFFICE OF EDUCATION,VISALIA,SPECIAL EDUCATION,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6071542,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,STONEGATE ELEMENTARY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6071575,STANISLAUS,PUBLIC,DENAIR UNIFIED,DENAIR,DENAIR MIDDLE,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6084990,LAKE,PUBLIC,KONOCTI UNIFIED,LOWER LAKE,LOWER LAKE ELEMENTARY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6085161,SAN DIEGO,PUBLIC,SANTEE,SANTEE,HILL CREEK ELEMENTARY,68,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6089775,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,ROOFTOP ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6093058,SANTA CLARA,PUBLIC,LOMA PRIETA JOINT UNION ELEMENTARY,LOS GATOS,C. T. ENGLISH MIDDLE,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6095202,SAN BENITO,PUBLIC,NORTH COUNTY JOINT UNION ELEMENTARY,HOLLISTER,SPRING GROVE ELEMENTARY,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6096168,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,GENEVIEVE DIDION,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6096838,VENTURA,PUBLIC,PLEASANT VALLEY,CAMARILLO,LOS PRIMEROS SCHOOL OF SCIENCES & ARTS,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6097182,SAN DIEGO,PUBLIC,JAMUL-DULZURA UNION ELEMENTARY,JAMUL,OAK GROVE MIDDLE,88,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6098263,SANTA CLARA,PUBLIC,MORGAN HILL UNIFIED,MORGAN HILL,JACKSON ACADEMY OF MUSIC AND MATH (JAMM),55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6100333,VENTURA,PUBLIC,OXNARD,OXNARD,LEMONWOOD ELEMENTARY,87,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6100929,SAN BERNARDINO,PUBLIC,NEEDLES UNIFIED,NEEDLES,NEEDLES MIDDLE,82,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6101612,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,TURTLE BAY,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6102479,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,LILIENTHAL (CLAIRE) ELEMENTARY,65,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6102792,KERN,PUBLIC,LOST HILLS UNION ELEMENTARY,LOST HILLS,A. M. THOMAS MIDDLE,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6104020,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,CLAUDIA LANDEEN,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6104533,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,NEIL HAFLEY ELEMENTARY,74,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6104681,SAN BERNARDINO,PUBLIC,SILVER VALLEY UNIFIED,FORT IRWIN,FORT IRWIN MIDDLE,97,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6105738,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,DON RIGGIO,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6105761,BUTTE,PUBLIC,DURHAM UNIFIED,DURHAM,DURHAM INTERMEDIATE,84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6105969,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,PALMDALE,LAKE LOS ANGELES ELEMENTARY,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6105985,SACRAMENTO,PUBLIC,TWIN RIVERS UNIFIED,SACRAMENTO,RIDGEPOINT ELEMENTARY,68,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6106173,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BETHUNE K-8,77,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6106272,LOS ANGELES,PUBLIC,KEPPEL UNION ELEMENTARY,PALMDALE,DAISY GIBSON ELEMENTARY,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6106298,IMPERIAL,PUBLIC,SAN PASQUAL VALLEY UNIFIED,WINTERHAVEN,SAN PASQUAL MIDDLE,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6106405,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,OAKBROOK ELEMENTARY,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6107072,SAN BERNARDINO,PUBLIC,HELENDALE ELEMENTARY,HELENDALE,RIVERVIEW MIDDLE,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6107346,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,SANDIA ELEMENTARY,97,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6107494,LOS ANGELES,PUBLIC,ACTON-AGUA DULCE UNIFIED,ACTON,HIGH DESERT,91,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6108237,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,BROCK ELLIOTT ELEMENTARY,78,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6109284,SAN JOAQUIN,PUBLIC,RIPON UNIFIED,RIPON,COLONY OAK ELEMENTARY,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6109532,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,STELLA BROCKMAN ELEMENTARY,91,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6109698,EL DORADO,PUBLIC,GOLD OAK UNION ELEMENTARY,PLACERVILLE,PLEASANT VALLEY MIDDLE,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6109938,RIVERSIDE,PUBLIC,LAKE ELSINORE UNIFIED,CORONA,LUISENO,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6110019,MADERA,PUBLIC,YOSEMITE UNIFIED,COARSEGOLD,RIVERGOLD ELEMENTARY,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6110043,LOS ANGELES,PUBLIC,BALDWIN PARK UNIFIED,BALDWIN PARK,SANTA FE ELEMENTARY,65,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6110555,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,STOCKTON,AUGUST KNODT ELEMENTARY,75,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6110605,SAN BERNARDINO,PUBLIC,APPLE VALLEY UNIFIED,APPLE VALLEY,RIO VISTA SCHOOL OF APPLIED LEARNING,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6110779,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,BAY FARM,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6111363,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,GOLD RIVER,GOLD RIVER DISCOVERY CENTER K-8,99,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6111462,SAN JOAQUIN,PUBLIC,LINCOLN UNIFIED,STOCKTON,BROOKSIDE,75,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6111546,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,PALMDALE LEARNING PLAZA,86,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6111660,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,OAKLAND CHARTER ACADEMY,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6111884,CALAVERAS,PUBLIC,VALLECITO UNION,AVERY,AVERY MIDDLE,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112197,SAN JOAQUIN,PUBLIC,MANTECA UNIFIED,MANTECA,JOSHUA COWELL ELEMENTARY,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112502,MONO,PUBLIC,MAMMOTH UNIFIED,MAMMOTH LAKES,MAMMOTH MIDDLE,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112510,TULARE,PUBLIC,TERRA BELLA UNION ELEMENTARY,TERRA BELLA,CARL SMITH MIDDLE,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112551,RIVERSIDE,PUBLIC,TEMECULA VALLEY UNIFIED,WINCHESTER,TEMECULA VALLEY CHARTER,58,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112601,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CREATIVE ARTS CHARTER,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6112924,SAN BERNARDINO,PUBLIC,SNOWLINE JOINT UNIFIED,PHELAN,HERITAGE,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6113245,SAN FRANCISCO,PUBLIC,SAN FRANCISCO UNIFIED,SAN FRANCISCO,YU (ALICE FONG) ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6114672,TULARE,PUBLIC,RICHGROVE ELEMENTARY,RICHGROVE,RICHGROVE ELEMENTARY,66,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6115463,YOLO,PUBLIC,WASHINGTON UNIFIED,WEST SACRAMENTO,SOUTHPORT ELEMENTARY,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6115943,SANTA CLARA,PUBLIC,FRANKLIN-MCKINLEY ELEMENTARY,SAN JOSE,"SHIRAKAWA (GEORGE, SR.) ELEMENTARY",98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6116115,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SAN JOAQUIN ELEMENTARY,98,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6116388,STANISLAUS,PUBLIC,HICKMAN COMMUNITY CHARTER,HICKMAN,HICKMAN MIDDLE,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6116859,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,ARROYO VISTA CHARTER,90,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6116883,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,ALTADENA,ODYSSEY CHARTER,52,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6117618,SAN JOAQUIN,PUBLIC,JEFFERSON ELEMENTARY,TRACY,TOM HAWKINS ELEMENTARY,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6117667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6117824,PLACER,PUBLIC,LOOMIS UNION ELEMENTARY,LOOMIS,H. CLARKE POWERS ELEMENTARY,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6117857,SHASTA,PUBLIC,COLUMBIA ELEMENTARY,REDDING,MOUNTAIN VIEW MIDDLE,81,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6117873,FRESNO,PUBLIC,SANGER UNIFIED,SANGER,SANGER ACADEMY CHARTER,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6118640,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,MELROSE LEADERSHIP ACADEMY,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6118665,SAN JOAQUIN,PUBLIC,TRACY JOINT UNIFIED,TRACY,DISCOVERY CHARTER,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6118871,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,DOLORES HUERTA ELEMENTARY,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6118962,MONTEREY,PUBLIC,MONTEREY PENINSULA UNIFIED,SEASIDE,INTERNATIONAL SCHOOL OF MONTEREY,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119002,STANISLAUS,PUBLIC,KEYES UNION,HUGHSON,BARBARA SPRATLING MIDDLE,77,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119127,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119143,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,LOS AMIGOS,94,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119531,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,72,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119580,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,GUIDANCE CHARTER,84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING-CHAVEZ ACADEMY OF EXCELLENCE,64,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DOWNTOWN VALUE,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6119945,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,RESEDA,MAGNOLIA SCIENCE ACADEMY,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6120448,MERCED,PUBLIC,PLANADA ELEMENTARY,PLANADA,CESAR E. CHAVEZ MIDDLE,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6120620,VENTURA,PUBLIC,PLEASANT VALLEY,CAMARILLO,UNIVERSITY PREPARATION CHARTER SCHOOL AT CSU CHANNEL ISLANDS,88,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6120877,LOS ANGELES,PUBLIC,COMPTON UNIFIED,COMPTON,"CLINTON, WILLIAM JEFFERSON",67,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6131965,SANTA CLARA,PRIVATE,,SAN JOSE,WEST VALLEY MIDDLE SCHOOL,53,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6132062,SANTA CLARA,PRIVATE,,SAN JOSE,STRATFORD MIDDLE SCHOOL,69,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6133409,SANTA CLARA,PRIVATE,,MILPITAS,MERRYHILL SCHOOL,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6133680,SAN DIEGO,PRIVATE,,CARLSBAD,PACIFIC RIDGE SCHOOL,89,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6133763,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,CORNERSTONE ACADEMY–CAMBRIDGE CAMPUS,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6143564,LOS ANGELES,PRIVATE,,BURBANK,INTERNATIONAL SCHOOL OF LOS ANGELES-BB,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6152219,LOS ANGELES,PRIVATE,,SUNNYVALE,STRATFORD MIDDLE SCHOOL,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6204762,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,SAN FRANCISCO FRIENDS SCHOOL,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6900989,KERN,PRIVATE,,BAKERSFIELD,STOCKDALE CHRISTIAN ELEMENTARY,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6902019,SACRAMENTO,PRIVATE,,SACRAMENTO,CAPITAL CHRISTIAN SCHOOL,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6902381,SANTA BARBARA,PRIVATE,,SANTA BARBARA,SANTA BARBARA MIDDLE SCHOOL,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6904411,LOS ANGELES,PRIVATE,,CHATSWORTH,SIERRA CANYON SCHOOL,85,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6906937,LOS ANGELES,PRIVATE,,DOWNEY,CALVARY CHAPEL CHRISTIAN,54,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6907224,LOS ANGELES,PRIVATE,,GLENDALE,CHAMLIAN ARMENIAN SCHOOL,62,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6908487,TULARE,PRIVATE,,VISALIA,CENTRAL VALLEY CHRISTIAN SCHOOL SOCIETY,72,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6909469,ORANGE,PRIVATE,,SAN JUAN CAPISTRANO,ST. MARGARET'S EPISCOPAL SCHOOL,95,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6912422,VENTURA,PRIVATE,,VENTURA,VENTURA MISSIONARY CHRISTIAN,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6917629,RIVERSIDE,PRIVATE,,CORONA,CROSSROADS CHRISTIAN SCHOOLS,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6928998,KERN,PRIVATE,,BAKERSFIELD,ST. JOHN'S LUTHERAN,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6931810,LOS ANGELES,PRIVATE,,CLAREMONT,WESTERN CHRISTIAN SCHOOL,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6932925,ALAMEDA,PRIVATE,,OAKLAND,HEAD-ROYCE SCHOOL,92,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6934145,LOS ANGELES,PRIVATE,,LOS ANGELES,ALEX PILIBOS ARMENIAN,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6934343,LOS ANGELES,PRIVATE,,SHERMAN OAKS,"BUCKLEY SCHOOL, THE",84,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6934798,LOS ANGELES,PRIVATE,,CANOGA PARK,FAITH BAPTIST,79,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6934822,LOS ANGELES,PRIVATE,,LA CANADA FLINTRIDGE,FLINTRIDGE PREPARATORY SCHOOL,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6935266,LOS ANGELES,PRIVATE,,LOS ANGELES,MARLBOROUGH SCHOOL,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6935589,LOS ANGELES,PRIVATE,,PASADENA,POLYTECHNIC SCHOOL,76,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6936264,LOS ANGELES,PRIVATE,,PASADENA,WESTRIDGE SCHOOL FOR GIRLS,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6936702,MONTEREY,PRIVATE,,SALINAS,PALMA HIGH SCHOOL,63,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6937809,RIVERSIDE,PRIVATE,,RIVERSIDE,LA SIERRA ACADEMY,56,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6937825,RIVERSIDE,PRIVATE,,TEMECULA,LINFIELD CHRISTIAN SCHOOL,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6937973,RIVERSIDE,PRIVATE,,RIVERSIDE,WOODCREST CHRISTIAN,93,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6938211,SACRAMENTO,PRIVATE,,SACRAMENTO,SACRAMENTO COUNTRY DAY SCHOOL,50,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6938849,SAN DIEGO,PRIVATE,,EL CAJON,CHRISTIAN JUNIOR/SENIOR HIGH,55,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6939664,SAN FRANCISCO,PRIVATE,,SAN FRANCISCO,LYCEE FRANCAIS DE SAN FRANCISCO,73,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6940118,SAN MATEO,PRIVATE,,ATHERTON,MENLO,70,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6940159,SAN MATEO,PRIVATE,,ATHERTON,"SACRED HEART SCHOOLS, ATHERTON",71,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6940407,SANTA CLARA,PRIVATE,,PALO ALTO,CASTILLEJA SCHOOL,60,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6941678,VENTURA,PRIVATE,,THOUSAND OAKS,LA REINA HIGH SCHOOL,80,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6959548,RIVERSIDE,PRIVATE,,PALM DESERT,SACRED HEART,69,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6960694,ALAMEDA,PRIVATE,,OAKLAND,ST. PAUL'S EPISCOPAL,51,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6960736,LOS ANGELES,PRIVATE,,MANHATTAN BEACH,AMERICAN MARTYRS SCHOOL,67,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6962401,LOS ANGELES,PRIVATE,,SAN PEDRO,HOLY TRINITY ELEMENTARY,61,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6962799,LOS ANGELES,PRIVATE,,CLAREMONT,OUR LADY OF THE ASSUMPTION,59,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6963581,LOS ANGELES,PRIVATE,,TORRANCE,ST. CATHERINE LABOURE ELEMENTARY,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
2016-2017,6963862,LOS ANGELES,PRIVATE,,PANORAMA CITY,ST. GENEVIEVE ELEMENTARY SCHOOL,57,Y,UP-TO-DATE,--*,98,This value represents greater than or equal to 98 percent. 
