SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,34,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,34,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL K-8,34,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108522,SAN LUIS OBISPO,PUBLIC,SAN MIGUEL JOINT UNION,PASO ROBLES,CAPPY CULVER ELEMENTARY,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108522,SAN LUIS OBISPO,PUBLIC,SAN MIGUEL JOINT UNION,PASO ROBLES,CAPPY CULVER ELEMENTARY,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108522,SAN LUIS OBISPO,PUBLIC,SAN MIGUEL JOINT UNION,PASO ROBLES,CAPPY CULVER ELEMENTARY,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,40,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,40,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,40,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109066,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,48,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109066,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,48,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109066,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,48,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,44,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,44,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109819,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE BERKLEY MAYNARD ACADEMY,44,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109827,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,NEWCASTLE CHARTER,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109827,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,NEWCASTLE CHARTER,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109827,PLACER,PUBLIC,NEWCASTLE ELEMENTARY,NEWCASTLE,NEWCASTLE CHARTER,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109991,FRESNO,PUBLIC,FRESNO COUNTY OFFICE OF EDUCATION,FRESNO,CRESCENT VIEW WEST CHARTER,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109991,FRESNO,PUBLIC,FRESNO COUNTY OFFICE OF EDUCATION,FRESNO,CRESCENT VIEW WEST CHARTER,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,109991,FRESNO,PUBLIC,FRESNO COUNTY OFFICE OF EDUCATION,FRESNO,CRESCENT VIEW WEST CHARTER,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,24,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,24,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110254,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,SANKOFA ACADEMY,24,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110304,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE CHARTER,48,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110304,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE CHARTER,48,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110304,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,LOS ANGELES ACADEMY OF ARTS & ENTERPRISE CHARTER,48,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,110338,BUTTE,PUBLIC,PARADISE UNIFIED,PARADISE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111724,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS,41,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111724,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS,41,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111724,EL DORADO,PUBLIC,BUCKEYE UNION ELEMENTARY,SHINGLE SPRINGS,CALIFORNIA MONTESSORI PROJECT-SHINGLE SPRINGS CAMPUS,41,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111757,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111757,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,111757,SACRAMENTO,PUBLIC,SACRAMENTO CITY UNIFIED,SACRAMENTO,CALIFORNIA MONTESSORI PROJECT - CAPITOL CAMPUS,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112177,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,PACIFIC GROVE,MONTEREY BAY CHARTER,27,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112177,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,PACIFIC GROVE,MONTEREY BAY CHARTER,27,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112177,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,PACIFIC GROVE,MONTEREY BAY CHARTER,27,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112417,VENTURA,PUBLIC,VENTURA COUNTY OFFICE OF EDUCATION,VENTURA,VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112417,VENTURA,PUBLIC,VENTURA COUNTY OFFICE OF EDUCATION,VENTURA,VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112417,VENTURA,PUBLIC,VENTURA COUNTY OFFICE OF EDUCATION,VENTURA,VENTURA CHARTER SCHOOL OF ARTS AND GLOBAL EDUCATION,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112441,SAN BERNARDINO,PUBLIC,HESPERIA UNIFIED,HESPERIA,PATHWAYS TO COLLEGE,22,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112441,SAN BERNARDINO,PUBLIC,HESPERIA UNIFIED,HESPERIA,PATHWAYS TO COLLEGE,22,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112441,SAN BERNARDINO,PUBLIC,HESPERIA UNIFIED,HESPERIA,PATHWAYS TO COLLEGE,22,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112714,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,ANTELOPE VALLEY LEARNING ACADEMY,23,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112714,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,ANTELOPE VALLEY LEARNING ACADEMY,23,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112714,LOS ANGELES,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,ANTELOPE VALLEY LEARNING ACADEMY,23,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112987,SONOMA,PUBLIC,FORESTVILLE UNION ELEMENTARY,FORESTVILLE,FORESTVILLE ACADEMY,42,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112987,SONOMA,PUBLIC,FORESTVILLE UNION ELEMENTARY,FORESTVILLE,FORESTVILLE ACADEMY,42,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,112987,SONOMA,PUBLIC,FORESTVILLE UNION ELEMENTARY,FORESTVILLE,FORESTVILLE ACADEMY,42,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,113530,SONOMA,PUBLIC,SANTA ROSA ELEMENTARY,SANTA ROSA,SANTA ROSA CHARTER SCHOOL FOR THE ARTS,20,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,113530,SONOMA,PUBLIC,SANTA ROSA ELEMENTARY,SANTA ROSA,SANTA ROSA CHARTER SCHOOL FOR THE ARTS,20,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,113530,SONOMA,PUBLIC,SANTA ROSA ELEMENTARY,SANTA ROSA,SANTA ROSA CHARTER SCHOOL FOR THE ARTS,20,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114355,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SIERRA CHARTER,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114355,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SIERRA CHARTER,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114355,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,SIERRA CHARTER,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114405,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,"CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND EDUCATION",32,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114405,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,"CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND EDUCATION",32,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114405,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,"CASA RAMONA ACADEMY FOR TECHNOLOGY, COMMUNITY, AND EDUCATION",32,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114454,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114454,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,114454,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,22,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,22,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,115063,CONTRA COSTA,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,ANTIOCH CHARTER ACADEMY II,22,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116129,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,MARIPOSA SCHOOL OF GLOBAL EDUCATION,28,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116129,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,MARIPOSA SCHOOL OF GLOBAL EDUCATION,28,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116129,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,MARIPOSA SCHOOL OF GLOBAL EDUCATION,28,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116129,LOS ANGELES,PUBLIC,LAS VIRGENES UNIFIED,AGOURA,MARIPOSA SCHOOL OF GLOBAL EDUCATION,28,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116434,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,ORCUTT,ORCUTT ACADEMY CHARTER,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116434,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,ORCUTT,ORCUTT ACADEMY CHARTER,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,116434,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,ORCUTT,ORCUTT ACADEMY CHARTER,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117622,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAGNOLIA SCIENCE ACADEMY 4,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117622,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAGNOLIA SCIENCE ACADEMY 4,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117622,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,MAGNOLIA SCIENCE ACADEMY 4,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117796,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,TRACY,NEW JERUSALEM,29,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117796,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,TRACY,NEW JERUSALEM,29,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117796,SAN JOAQUIN,PUBLIC,NEW JERUSALEM ELEMENTARY,TRACY,NEW JERUSALEM,29,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117879,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,MARIA MONTESSORI CHARTER ACADEMY,22,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117879,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,MARIA MONTESSORI CHARTER ACADEMY,22,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,117879,PLACER,PUBLIC,ROCKLIN UNIFIED,ROCKLIN,MARIA MONTESSORI CHARTER ACADEMY,22,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118018,FRESNO,PUBLIC,CLOVIS UNIFIED,CLOVIS,CLOVIS ONLINE CHARTER,25,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118018,FRESNO,PUBLIC,CLOVIS UNIFIED,CLOVIS,CLOVIS ONLINE CHARTER,25,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118018,FRESNO,PUBLIC,CLOVIS UNIFIED,CLOVIS,CLOVIS ONLINE CHARTER,25,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118752,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SPANOS (ALEX G.) ELEMENTARY,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118752,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SPANOS (ALEX G.) ELEMENTARY,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,118752,SAN JOAQUIN,PUBLIC,STOCKTON UNIFIED,STOCKTON,SPANOS (ALEX G.) ELEMENTARY,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119222,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,NEA COMMUNITY LEARNING CENTER,44,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119222,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,NEA COMMUNITY LEARNING CENTER,44,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119222,ALAMEDA,PUBLIC,ALAMEDA UNIFIED,ALAMEDA,NEA COMMUNITY LEARNING CENTER,44,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119248,ALAMEDA,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,GOLDEN OAK MONTESSORI OF HAYWARD,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119248,ALAMEDA,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,GOLDEN OAK MONTESSORI OF HAYWARD,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119248,ALAMEDA,PUBLIC,HAYWARD UNIFIED,CASTRO VALLEY,GOLDEN OAK MONTESSORI OF HAYWARD,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119552,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119552,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,119552,LOS ANGELES,PUBLIC,INGLEWOOD UNIFIED,INGLEWOOD,TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,23,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,23,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120188,ALAMEDA,PUBLIC,OAKLAND UNIFIED,OAKLAND,ASPIRE ERES ACADEMY,23,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120568,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,OPTIONS FOR YOUTH-SAN BERNARDINO,28,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120568,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,OPTIONS FOR YOUTH-SAN BERNARDINO,28,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,120568,SAN BERNARDINO,PUBLIC,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,OPTIONS FOR YOUTH-SAN BERNARDINO,28,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121400,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,ACCELERATED ACHIEVEMENT ACADEMY,27,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121400,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,ACCELERATED ACHIEVEMENT ACADEMY,27,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121400,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,ACCELERATED ACHIEVEMENT ACADEMY,27,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121400,SAN BENITO,PUBLIC,HOLLISTER,HOLLISTER,ACCELERATED ACHIEVEMENT ACADEMY,27,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121632,YUBA,PUBLIC,MARYSVILLE JOINT UNIFIED,MARYSVILLE,PARAGON COLLEGIATE ACADEMY,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121632,YUBA,PUBLIC,MARYSVILLE JOINT UNIFIED,MARYSVILLE,PARAGON COLLEGIATE ACADEMY,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121632,YUBA,PUBLIC,MARYSVILLE JOINT UNIFIED,MARYSVILLE,PARAGON COLLEGIATE ACADEMY,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121681,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SD GLOBAL VISION ACADEMY,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121681,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SD GLOBAL VISION ACADEMY,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,121681,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SD GLOBAL VISION ACADEMY,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,122267,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,DIXON MONTESSORI CHARTER,27,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,122267,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,DIXON MONTESSORI CHARTER,27,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,122267,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,DIXON MONTESSORI CHARTER,27,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123125,EL DORADO,PUBLIC,CAMINO UNION ELEMENTARY,CAMINO,CAMINO SCIENCE AND NATURAL RESOURCES CHARTER,23,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123125,EL DORADO,PUBLIC,CAMINO UNION ELEMENTARY,CAMINO,CAMINO SCIENCE AND NATURAL RESOURCES CHARTER,23,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123125,EL DORADO,PUBLIC,CAMINO UNION ELEMENTARY,CAMINO,CAMINO SCIENCE AND NATURAL RESOURCES CHARTER,23,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123356,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,MATT GARCIA CAREER AND COLLEGE ACADEMY,27,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123356,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,MATT GARCIA CAREER AND COLLEGE ACADEMY,27,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123356,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,MATT GARCIA CAREER AND COLLEGE ACADEMY,27,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123521,EL DORADO,PUBLIC,EL DORADO COUNTY OFFICE OF EDUCATION,EL DORADO,CHARTER ALTERNATIVE PROGRAM -CAP-,35,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123521,EL DORADO,PUBLIC,EL DORADO COUNTY OFFICE OF EDUCATION,EL DORADO,CHARTER ALTERNATIVE PROGRAM -CAP-,35,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123521,EL DORADO,PUBLIC,EL DORADO COUNTY OFFICE OF EDUCATION,EL DORADO,CHARTER ALTERNATIVE PROGRAM -CAP-,35,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123661,TULARE,PUBLIC,LINDSAY UNIFIED,LINDSAY,REAGAN ELEMENTARY,41,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123661,TULARE,PUBLIC,LINDSAY UNIFIED,LINDSAY,REAGAN ELEMENTARY,41,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,123661,TULARE,PUBLIC,LINDSAY UNIFIED,LINDSAY,REAGAN ELEMENTARY,41,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124164,HUMBOLDT,PUBLIC,FORTUNA ELEMENTARY,FORTUNA,REDWOOD PREPARATORY CHARTER,25,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124164,HUMBOLDT,PUBLIC,FORTUNA ELEMENTARY,FORTUNA,REDWOOD PREPARATORY CHARTER,25,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124164,HUMBOLDT,PUBLIC,FORTUNA ELEMENTARY,FORTUNA,REDWOOD PREPARATORY CHARTER,25,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124198,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EXTERA PUBLIC,47,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124198,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EXTERA PUBLIC,47,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
